Date,TW handle,Tweet,Linka na Tweet,Komentář,RT,Lajk,Zobrazení,Timestamp
1.4.,riddick_u,Díky díky díky. Nevím co je Putler asi nějaký ukronacistický pozdrav těch opic z ukrajiny co se snaží obsadit Česko. Teď mi pověz kdo je tady patou kolonou ty držko 😏,https://x.com/riddick_u/status/1774715844016197755,0,0,1,16,14.4.2024
1.4.,riddick_u,Ukronacistickým lžím věříš?,https://x.com/riddick_u/status/1774707606893846987,2,0,1,29,14.4.2024
1.4.,PetrWolf11654,@MatyasZrno je jen ubohá presstitutska svině papouskujici zprávy ukronacistu.,https://x.com/PetrWolf11654/status/1774696742753095944,0,0,0,15,14.4.2024
1.4.,PetrWolf11654,"Jo, ukronacisti něco odhalili, to bude určitě pravda. Asi tak jako vše, co vypustí z drzky ten Šmejd, HŇUP, Lhář, vlastizradce a, kolaborant, vlastizradce a pronacisticka svině @P_Fiala",https://x.com/PetrWolf11654/status/1774695304131932311,0,0,0,14,14.4.2024
,#N/A,,,,,,,14.4.2024
,#N/A,,,,,,,14.4.2024
,#N/A,,,,,,,14.4.2024
,#N/A,,,,,,,14.4.2024
,#N/A,,,,,,,14.4.2024
,#N/A,,,,,,,14.4.2024
,#N/A,,,,,,,14.4.2024
,#N/A,,,,,,,14.4.2024
,#N/A,,,,,,,14.4.2024
,#N/A,,,,,,,14.4.2024
,#N/A,,,,,,,14.4.2024
,#N/A,,,,,,,14.4.2024
,#N/A,,,,,,,14.4.2024
,#N/A,,,,,,,14.4.2024
